Iteracja,MSE
1,0.5854465220616203
2,0.522159331463256
3,0.4885807550116038
4,0.4885807550116038
5,0.4885807550116038
6,0.4885807550116038
7,0.4885807550116038
8,0.4885807550116038
9,0.4885807550116038
10,0.4885807550116038
11,0.4885807550116038
12,0.4885807550116038
13,0.4885807550116038
14,0.4885807550116038
15,0.4788831729597809
16,0.4788831729597809
17,0.4788831729597809
18,0.4788831729597809
19,0.4700244392383686
20,0.4700244392383686
