Iteracja,MSE
1,0.5645929442927817
2,0.5071423198313387
3,0.5071423198313387
4,0.5071423198313387
5,0.5071423198313387
6,0.49235843026586507
7,0.49033231604551886
8,0.48634348137975075
9,0.4815688343531832
10,0.4815688343531832
11,0.4815688343531832
12,0.4780380796336411
13,0.4780380796336411
14,0.4780380796336411
15,0.47490890029004484
16,0.47490890029004484
17,0.47457359623130435
18,0.47428456944244296
19,0.47428456944244296
20,0.47428456944244296
