Iteracja,MSE
1,0.5883275740233506
2,0.5883275740233506
3,0.5272955512263693
4,0.46308485942811484
5,0.46308485942811484
6,0.46308485942811484
7,0.46308485942811484
8,0.46308485942811484
9,0.46308485942811484
10,0.46308485942811484
11,0.46308485942811484
12,0.46308485942811484
13,0.4620905315783158
14,0.45223557495181876
15,0.45223557495181876
16,0.45223557495181876
17,0.444781796560008
18,0.444781796560008
19,0.4392380592212032
20,0.43381593620467684
